topic_cluster,source_concept,search_intent,locale,current_primary_term,recommended_primary_term,accepted_alternatives,terms_to_avoid,official_source,SERP_evidence,GSC_evidence,confidence,notes
Akun kunto,battery health,Informational/problem-solving: assess degradation and replacement need,nb-NO,batterihelse,batterihelse,manufacturer UI status term; battery condition in broad prose; keep capacity as a separate concept,Danish batteritilstand as a blanket replacement; Norwegian Batteritilstand is valid for the verified Pixel UI/status context,https://support.google.com/pixelphone/answer/15738128?hl=no; https://support.google.com/pixelphone/answer/7167687?hl=no,"Query: Norge Android ""batterihelse"" ""telefonen lader ikke"" ""batteriet tømmes raskt"" (nb-NO/Norway, 2026-07-15). Official Pixel UI uses Batteritilstand, while the editorial profile and general prose use batterihelse. https://support.google.com/pixelphone/answer/15738128?hl=no; https://www.samsung.com/no/support/mobile-devices/how-to-check-the-battery-status-on-your-samsung-galaxy-phone/",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,HIGH,"Important source IDs: 11, 13, 16-19, 153-156. Potential overlap: 11 vs 13 vs brand guides. Current term is corpus/title evidence, not a search-volume claim."
Akun kunto,battery health,Informational/problem-solving: assess degradation and replacement need,da-DK,batteritilstand,batteritilstand,manufacturer UI status term; battery condition in broad prose; keep capacity as a separate concept,Norwegian batterihelse as the primary Danish term,https://support.google.com/pixelphone/answer/15738128?hl=da; https://support.google.com/pixelphone/answer/7167687?hl=da,"Query: Danmark Android batteritilstand ""telefonen lader ikke"" ""batteriet aflades hurtigt"" (da-DK/Denmark, 2026-07-15). Official Pixel/Samsung use Batteritilstand and battery-status wording. https://support.google.com/pixelphone/answer/15738128?hl=da; https://www.samsung.com/dk/support/mobile-devices/how-to-check-the-battery-status-on-your-samsung-galaxy-phone/",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,HIGH,"Important source IDs: 11, 13, 16-19, 153-156. Potential overlap: 11 vs 13 vs brand guides. Current term is corpus/title evidence, not a search-volume claim."
Akun kunto,battery health,Informational/problem-solving: assess degradation and replacement need,de-DE,Akkuzustand,Akkuzustand,manufacturer UI status term; battery condition in broad prose; keep capacity as a separate concept,Akkugesundheit as an invented universal UI label,https://support.google.com/pixelphone/answer/15738128?hl=de; https://support.google.com/pixelphone/answer/7167687?hl=de,"Query: Deutschland Android Akkuzustand ""Smartphone lädt nicht"" ""Akku entlädt sich schnell"" (de-DE/Germany, 2026-07-15). Official Pixel/Samsung titles use Akkuzustand, Smartphone lädt nicht and Akku entlädt sich schneller. https://support.google.com/pixelphone/answer/15738128?hl=de; https://www.samsung.com/de/support/mobile-devices/so-uberprufst-du-den-akkustatus-deines-samsung-galaxy-smartphones/",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,HIGH,"Important source IDs: 11, 13, 16-19, 153-156. Potential overlap: 11 vs 13 vs brand guides. Current term is corpus/title evidence, not a search-volume claim."
Akun kunto,battery health,Informational/problem-solving: assess degradation and replacement need,fr-FR,état de la batterie,état de la batterie,manufacturer UI status term; battery condition in broad prose; keep capacity as a separate concept,Canadian-French regional wording or unexplained English head terms,https://support.google.com/pixelphone/answer/15738128?hl=fr; https://support.google.com/pixelphone/answer/7167687?hl=fr,"Query: France Android ""état de la batterie"" ""téléphone ne charge pas"" ""batterie se décharge vite"" (fr-FR/France, 2026-07-15). Official Pixel/Samsung use état de la batterie and se décharge rapidement. https://support.google.com/pixelphone/answer/15738128?hl=fr; https://www.samsung.com/fr/support/mobile-devices/how-to-check-repair-or-replace-a-samsung-galaxy-device-battery/",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,HIGH,"Important source IDs: 11, 13, 16-19, 153-156. Potential overlap: 11 vs 13 vs brand guides. Current term is corpus/title evidence, not a search-volume claim."
Akun kunto,battery health,Informational/problem-solving: assess degradation and replacement need,es-ES,estado de la batería,estado de la batería,manufacturer UI status term; battery condition in broad prose; keep capacity as a separate concept,Latin American celular/computadora; unexplained English head terms,https://support.google.com/pixelphone/answer/15738128?hl=es; https://support.google.com/pixelphone/answer/7167687?hl=es,"Query: España Android ""estado de la batería"" ""móvil no carga"" ""batería se agota rápido"" (es-ES/Spain, 2026-07-15). Official Pixel/Samsung use estado de la batería, no carga and se agota rápidamente. https://support.google.com/pixelphone/answer/15738128?hl=es; https://www.samsung.com/es/support/mobile-devices/how-to-check-repair-or-replace-a-samsung-galaxy-device-battery/",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,HIGH,"Important source IDs: 11, 13, 16-19, 153-156. Potential overlap: 11 vs 13 vs brand guides. Current term is corpus/title evidence, not a search-volume claim."
Akun kunto,battery health,Informational/problem-solving: assess degradation and replacement need,it-IT,stato della batteria,stato della batteria,manufacturer UI status term; battery condition in broad prose; keep capacity as a separate concept,Spanish/other-market wording; unexplained English head terms,https://support.google.com/pixelphone/answer/15738128?hl=it; https://support.google.com/pixelphone/answer/7167687?hl=it,"Query: Italia Android ""stato della batteria"" ""smartphone non si ricarica"" ""batteria si scarica velocemente"" (it-IT/Italy, 2026-07-15). Official Pixel uses stato della batteria and capacità; current corpus matches. https://support.google.com/pixelphone/answer/15738128?hl=it",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,HIGH,"Important source IDs: 11, 13, 16-19, 153-156. Potential overlap: 11 vs 13 vs brand guides. Current term is corpus/title evidence, not a search-volume claim."
Akun kapasiteetti ja lataussyklit,battery capacity and charge cycles,"Informational: understand capacity, design capacity, and cycle count",fi-FI,akun kapasiteetti; lataussykli,akun kapasiteetti; lataussykli,design/nominal capacity; remaining capacity; charge-cycle count,untranslated English except protected terms; Swedish/other-market variants,https://support.google.com/pixelphone/answer/15738128?hl=fi; https://support.google.com/pixelphone/answer/7167687?hl=fi,"Query: ""akun kunto"" Android ""akku tyhjenee nopeasti"" (fi-FI/Finland, 2026-07-15). Titles/results used akun kunto, akku tyhjenee nopeasti and lataus; official Pixel and local Back Market result. https://support.google.com/pixelphone/answer/15738128?hl=fi; https://help.backmarket.com/hc/fi/articles/5659759777692-Miksi-laitteeni-akku-tyhjenee-niin-nopeasti",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,HIGH,"Important source IDs: 12, 13, 18-20. Potential overlap: 12 vs 13 vs 18. Current term is corpus/title evidence, not a search-volume claim."
Akun kapasiteetti ja lataussyklit,battery capacity and charge cycles,"Informational: understand capacity, design capacity, and cycle count",sv-SE,batterikapacitet; laddningscykel,batterikapacitet; laddningscykel,design/nominal capacity; remaining capacity; charge-cycle count,untranslated English except protected terms; Finland-Swedish administrative wording,https://support.google.com/pixelphone/answer/15738128?hl=sv; https://support.google.com/pixelphone/answer/7167687?hl=sv,"Query: ""batterihälsa"" Android ""batteriet laddas ur snabbt"" Sverige (sv-SE/Sweden, 2026-07-15). Official Pixel uses Batterihälsa; Samsung uses Batteristatus for its status result. https://support.google.com/pixelphone/answer/15738128?hl=sv; https://www.samsung.com/se/support/mobile-devices/how-to-check-the-battery-status-on-your-samsung-galaxy-phone/",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,HIGH,"Important source IDs: 12, 13, 18-20. Potential overlap: 12 vs 13 vs 18. Current term is corpus/title evidence, not a search-volume claim."
Akun kapasiteetti ja lataussyklit,battery capacity and charge cycles,"Informational: understand capacity, design capacity, and cycle count",nb-NO,batterikapasitet; ladesyklus,batterikapasitet; ladesyklus,design/nominal capacity; remaining capacity; charge-cycle count,Danish or Nynorsk wording; untranslated English except protected terms,https://support.google.com/pixelphone/answer/15738128?hl=no; https://support.google.com/pixelphone/answer/7167687?hl=no,"Query: Norge Android ""batterihelse"" ""telefonen lader ikke"" ""batteriet tømmes raskt"" (nb-NO/Norway, 2026-07-15). Official Pixel UI uses Batteritilstand, while the editorial profile and general prose use batterihelse. https://support.google.com/pixelphone/answer/15738128?hl=no; https://www.samsung.com/no/support/mobile-devices/how-to-check-the-battery-status-on-your-samsung-galaxy-phone/",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,HIGH,"Important source IDs: 12, 13, 18-20. Potential overlap: 12 vs 13 vs 18. Current term is corpus/title evidence, not a search-volume claim."
Akun kapasiteetti ja lataussyklit,battery capacity and charge cycles,"Informational: understand capacity, design capacity, and cycle count",da-DK,batterikapacitet; opladningscyklus,batterikapacitet; opladningscyklus,design/nominal capacity; remaining capacity; charge-cycle count,Norwegian/Swedish wording; untranslated English except protected terms,https://support.google.com/pixelphone/answer/15738128?hl=da; https://support.google.com/pixelphone/answer/7167687?hl=da,"Query: Danmark Android batteritilstand ""telefonen lader ikke"" ""batteriet aflades hurtigt"" (da-DK/Denmark, 2026-07-15). Official Pixel/Samsung use Batteritilstand and battery-status wording. https://support.google.com/pixelphone/answer/15738128?hl=da; https://www.samsung.com/dk/support/mobile-devices/how-to-check-the-battery-status-on-your-samsung-galaxy-phone/",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,HIGH,"Important source IDs: 12, 13, 18-20. Potential overlap: 12 vs 13 vs 18. Current term is corpus/title evidence, not a search-volume claim."
