sourceNumber,locale,published_url,topic_cluster,current_title,current_H1,current_meta_title,current_description,current_primary_term,recommended_primary_term,secondary_terms,search_intent,verdict,suggested_meta_title,suggested_meta_description,suggested_H1,suggested_intro_change,suggested_H2_changes,evidence,confidence,manual_review_required
4,fr-FR,https://runcheckapp.com/fr/articles/achat-et-revente/quand-faut-il-remplacer-votre-telephone-plutot-que-le-reparer/,Korjaaminen vai vaihtaminen,Quand faut-il remplacer votre téléphone plutôt que le réparer ?,Quand faut-il remplacer votre téléphone plutôt que le réparer ?,,"Si la réparation coûte moins d'un tiers du prix d'un téléphone de remplacement et que l'appareil dispose encore d'au moins deux ans de mises à jour logicielles, faites-le réparer. Cette règle couvre environ 80 % des cas. Pour les 20 % restants, il faut regarder de plus près la panne et déterminer si l'intervention prolongera réellement la durée de vie utile du téléphone.",réparer ou remplacer un téléphone,réparer ou remplacer un téléphone,mises a jour; securite; logiciel,"Commercial/problem-solving: choose repair, battery replacement, or replacement device",MINOR,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. listSummary is a tag list and should be rewritten manually. No GSC data. Query: France ""smartphone Android d'occasion"" vérifier ""smartphone reconditionné"" (fr-FR/France, 2026-07-15). Local editorial/retail results distinguish d'occasion from reconditionné. https://www.quelbonplan.fr/quelnumerique/67c8121e6ce263b587581a50; https://www.reepeat.fr/produits/smartphones-et-objets-connectes/smartphone",MEDIUM,TRUE
4,es-ES,https://runcheckapp.com/es/articulos/compra-y-venta/cuando-conviene-cambiar-el-movil-y-cuando-repararlo/,Korjaaminen vai vaihtaminen,¿Cuándo conviene cambiar el móvil y cuándo repararlo?,¿Cuándo conviene cambiar el móvil y cuándo repararlo?,,"Si la reparación cuesta menos de un tercio de lo que costaría un móvil equivalente y al dispositivo todavía le quedan al menos dos años de actualizaciones de software, repáralo. Esa regla resuelve alrededor del 80 % de los casos. El 20 % restante exige mirar con más detalle qué falla y si arreglarlo prolongará de verdad su vida útil.",reparar o cambiar el móvil,reparar o cambiar el móvil,actualizaciones; seguridad; software,"Commercial/problem-solving: choose repair, battery replacement, or replacement device",MINOR,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. listSummary is a tag list and should be rewritten manually. No GSC data. Query: España ""móvil Android de segunda mano"" comprobar ""móvil reacondicionado"" (es-ES/Spain, 2026-07-15). Spanish editorial results repeat móvil de segunda mano and móvil reacondicionado and distinguish the intents. https://www.elespanol.com/elandroidelibre/tutoriales/trucos/20230624/claves-fijarse-comprar-movil-segunda-mano/772672835_0.html; https://www.todoandroid.es/que-son-los-moviles-reacondicionados/",MEDIUM,TRUE
6,en,https://runcheckapp.com/articles/buying-selling/what-to-check-before-buying-used-android-phone/,Käytetyn puhelimen tarkistus ja ostaminen,What to Check Before Buying a Used Android Phone,What to Check Before Buying a Used Android Phone,,"A used phone that was $900 new last year can often be found for $400-500 in good condition. The savings are real, but so is the risk of paying for a phone that is carrier-locked, blacklisted, still tied to someone else's account, or already close to the end of security support.",check and buy a used Android phone,check and buy a used Android phone,buying guide; value,Commercial investigation: reduce purchase risk,PASS,KEEP,KEEP,KEEP,KEEP,KEEP,English source baseline. Grammar/region/technical intent are the source of truth for localization. No GSC data was available; no English keyword rewrite proposed.,HIGH,FALSE
6,fi-FI,https://runcheckapp.com/fi/artikkelit/ostaminen-ja-myyminen/mita-tarkistaa-ennen-kaytetyn-android-puhelimen-ostamista/,Käytetyn puhelimen tarkistus ja ostaminen,Mitä tarkistaa ennen käytetyn Android-puhelimen ostamista,Mitä tarkistaa ennen käytetyn Android-puhelimen ostamista,,"Noin vuoden vanhan, uutena kalliin puhelimen voi löytää hyväkuntoisena satoja euroja alkuperäistä hintaa halvemmalla. Säästö on todellinen, mutta niin on myös riski maksaa puhelimesta, joka on verkkosulussa, yhä sidottu toisen henkilön tiliin tai jo lähellä tietoturvapäivitysten päättymistä.",käytetyn Android-puhelimen tarkistus,käytetyn Android-puhelimen tarkistus,osto opas; arvo,Commercial investigation: reduce purchase risk,MINOR,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. listSummary is a tag list and should be rewritten manually. No GSC data. Query: ""käytetty Android-puhelin"" tarkistus kunnostettu puhelin (fi-FI/Finland, 2026-07-15). Local operator/retailer titles used käytetty Android-puhelin and kunnostettu puhelin. https://www.telia.fi/kauppa/puhelimet/kaytetyt-android-puhelimet; https://hobbyhall.fi/fi/puhelimet-alylaitteet-ja-kamerat/kunnostetut-puhelimet",MEDIUM,TRUE
6,sv-SE,https://runcheckapp.com/sv/artiklar/kopa-och-salja/det-har-bor-du-kontrollera-innan-du-koper-en-begagnad-android-telefon/,Käytetyn puhelimen tarkistus ja ostaminen,Det här bör du kontrollera innan du köper en begagnad Android-telefon,Det här bör du kontrollera innan du köper en begagnad Android-telefon,,"En telefon som var en dyr toppmodell året innan kan ofta hittas för omkring halva nypriset på begagnatmarknaden trots att den är i gott skick. Besparingen är verklig, men det är också risken att betala för en telefon som är operatörslåst, spärrad, fortfarande kopplad till någon annans konto eller redan närmar sig slutet för säkerhetsuppdateringar.",kontrollera en begagnad Android-telefon,kontrollera en begagnad Android-telefon,köpguide; jämförelse; värde,Commercial investigation: reduce purchase risk,MINOR,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. listSummary is a tag list and should be rewritten manually. No GSC data. Query: ""begagnad Android-telefon"" kontroll ""rekonditionerad telefon"" Sverige (sv-SE/Sweden, 2026-07-15). Local retailer titles/text used begagnad Android and rekonditionerad. https://shop.inrego.se/android/",MEDIUM,TRUE
6,nb-NO,https://runcheckapp.com/nb/artikler/kjop-og-salg/dette-bor-du-sjekke-for-du-kjoper-en-brukt-android-telefon/,Käytetyn puhelimen tarkistus ja ostaminen,Dette bør du sjekke før du kjøper en brukt Android-telefon,Dette bør du sjekke før du kjøper en brukt Android-telefon,,"En ett år gammel telefon kan ofte koste omtrent halvparten av nyprisen selv om den er i god stand. Besparelsen er reell, men det er også risikoen for å betale for en telefon som er operatørlåst, meldt stjålet, fortsatt knyttet til en annens konto eller nær slutten av perioden med sikkerhetsoppdateringer.",sjekke en brukt Android-telefon,sjekke en brukt Android-telefon,kjøpsguide; verdi,Commercial investigation: reduce purchase risk,PASS,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. No GSC data. Query: Norge ""brukt Android-telefon"" sjekk ""renovert telefon"" (nb-NO/Norway, 2026-07-15). Results were insufficient to prove one refurbished synonym; retain profile term and require native review for commercial copy.",MEDIUM,FALSE
6,da-DK,https://runcheckapp.com/da/artikler/kob-og-salg/det-skal-du-tjekke-for-du-kober-en-brugt-android-telefon/,Käytetyn puhelimen tarkistus ja ostaminen,"Det skal du tjekke, før du køber en brugt Android-telefon","Det skal du tjekke, før du køber en brugt Android-telefon",,"En telefon, der kostede omkring 8.500 kr. som ny, kan et år eller to senere ofte findes istandsat eller brugt til omkring 3.500-4.000 kr., afhængigt af model og stand. Besparelsen er reel, men det er risikoen også. Du kan ende med en telefon, der er operatørlåst, sortlistet, stadig knyttet til en andens konto eller tæt på udløbet af sin softwaresupport.",tjek af en brugt Android-telefon,tjek af en brugt Android-telefon,købsguide; værdi,Commercial investigation: reduce purchase risk,PASS,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. No GSC data. Query: Danmark ""brugt Android-telefon"" tjek ""istandsat telefon"" (da-DK/Denmark, 2026-07-15). Local retailer result used genbrugt Android-telefon and professionelt istandsat; intent differs from ordinary used-device checks. https://elektroniks.dk/Kategori/telefoner/android-refurbished/",MEDIUM,FALSE
6,de-DE,https://runcheckapp.com/de/artikel/kaufen-und-verkaufen/was-du-vor-dem-kauf-eines-gebrauchten-android-smartphones-prufen-solltest/,Käytetyn puhelimen tarkistus ja ostaminen,Was du vor dem Kauf eines gebrauchten Android-Smartphones prüfen solltest,Was du vor dem Kauf eines gebrauchten Android-Smartphones prüfen solltest,,"Ein Smartphone, das im vergangenen Jahr neu etwa 900 € gekostet hat, findest du gebraucht in gutem Zustand häufig für 400-500 €. Die Ersparnis ist real. Genauso real ist aber das Risiko, für ein Gerät zu bezahlen, das mit einer Netzbetreibersperre versehen, als verloren oder gestohlen gemeldet, noch mit dem Konto einer anderen Person verknüpft oder bereits fast am Ende seines Sicherheits-Supports angekommen ist.",gebrauchtes Android-Smartphone prüfen,gebrauchtes Android-Smartphone prüfen,wert; gebrauchtes Android-Smartphone prüfen,Commercial investigation: reduce purchase risk,MINOR,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. listSummary is a tag list and should be rewritten manually. No GSC data. Query: Deutschland ""gebrauchtes Android-Smartphone"" prüfen ""generalüberholtes Smartphone"" (de-DE/Germany, 2026-07-15). Results were insufficient for volume claims; profile/corpus terms are retained with MEDIUM confidence.",MEDIUM,TRUE
6,fr-FR,https://runcheckapp.com/fr/articles/achat-et-revente/que-verifier-avant-d-acheter-un-smartphone-android-d-occasion/,Käytetyn puhelimen tarkistus ja ostaminen,Que vérifier avant d’acheter un smartphone Android d’occasion,Que vérifier avant d’acheter un smartphone Android d’occasion,,"Un smartphone haut de gamme acheté neuf l’année précédente peut perdre plusieurs centaines d’euros sur le marché de l’occasion. L’économie est réelle, mais le risque aussi : vous pouvez payer pour un appareil bloqué par un opérateur, inscrit sur une liste noire, encore lié au compte de quelqu’un d’autre ou déjà proche de la fin de son suivi de sécurité.",vérifier un smartphone Android d’occasion,vérifier un smartphone Android d’occasion,valeur; vérifier un smartphone Android d’occasion,Commercial investigation: reduce purchase risk,MINOR,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. listSummary is a tag list and should be rewritten manually. No GSC data. Query: France ""smartphone Android d'occasion"" vérifier ""smartphone reconditionné"" (fr-FR/France, 2026-07-15). Local editorial/retail results distinguish d'occasion from reconditionné. https://www.quelbonplan.fr/quelnumerique/67c8121e6ce263b587581a50; https://www.reepeat.fr/produits/smartphones-et-objets-connectes/smartphone",MEDIUM,TRUE
6,es-ES,https://runcheckapp.com/es/articulos/compra-y-venta/que-comprobar-antes-de-comprar-un-movil-android-de-segunda-mano/,Käytetyn puhelimen tarkistus ja ostaminen,Qué comprobar antes de comprar un móvil Android de segunda mano,Qué comprobar antes de comprar un móvil Android de segunda mano,,"Un móvil que costaba unos 900 € nuevo el año pasado puede encontrarse a menudo por 400-500 € en buen estado. El ahorro es real, pero también lo es el riesgo de pagar por un teléfono bloqueado por un operador, incluido en una lista negra, todavía vinculado a la cuenta de otra persona o ya cerca del final de su periodo de actualizaciones de seguridad.",comprobar un móvil Android de segunda mano,comprobar un móvil Android de segunda mano,guia de compra; valor,Commercial investigation: reduce purchase risk,PASS,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. No GSC data. Query: España ""móvil Android de segunda mano"" comprobar ""móvil reacondicionado"" (es-ES/Spain, 2026-07-15). Spanish editorial results repeat móvil de segunda mano and móvil reacondicionado and distinguish the intents. https://www.elespanol.com/elandroidelibre/tutoriales/trucos/20230624/claves-fijarse-comprar-movil-segunda-mano/772672835_0.html; https://www.todoandroid.es/que-son-los-moviles-reacondicionados/",MEDIUM,FALSE
7,en,https://runcheckapp.com/articles/device-health/run-full-diagnostic-android/,Diagnostiikkasovellukset,How to run a full diagnostic on an Android phone,How to run a full diagnostic on an Android phone,,"Android doesn't have a single ""run diagnostic"" button that checks everything at once. The tools exist, but they're scattered across Settings menus, hidden dialer codes, manufacturer apps, and system-level commands that most people never see. This guide pulls them together into one walkthrough that covers the widest set of phones, while pointing out where manufacturer, carrier, and Android-version gaps remain.",Android diagnostic apps,Android diagnostic apps,updates; security; software,Commercial investigation/informational: compare diagnostic tools,PASS,KEEP,KEEP,KEEP,KEEP,KEEP,English source baseline. Grammar/region/technical intent are the source of truth for localization. No GSC data was available; no English keyword rewrite proposed.,HIGH,FALSE
7,fi-FI,https://runcheckapp.com/fi/artikkelit/laitteen-kunto/android-puhelimen-kattava-diagnostiikka/,Diagnostiikkasovellukset,Android-puhelimen kattava diagnostiikka,Android-puhelimen kattava diagnostiikka,,"Androidissa ei ole yhtä ""suorita diagnostiikka"" -painiketta, joka tarkistaisi kaiken kerralla. Työkalut ovat olemassa, mutta ne ovat hajallaan Asetuksissa, piilotetuissa valintakoodeissa, valmistajien sovelluksissa ja järjestelmäkomennoissa, joita useimmat eivät koskaan näe. Tämä opas kokoaa ne yhdeksi tarkistuskierrokseksi ja kertoo samalla, missä valmistaja-, operaattori- ja Android-versiokohtaiset erot tulevat vastaan.",Android-diagnostiikkasovellus,Android-diagnostiikkasovellus,päivitykset; tietoturva; ohjelmisto,Commercial investigation/informational: compare diagnostic tools,PASS,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. No GSC data. Query: Suomi Android puhelin ylikuumenee thermal throttling laitteistotesti diagnostiikkasovellus (fi-FI/Finland, 2026-07-15). Results consistently used kuumenee/ylikuumeneminen; no stable Finnish consumer head term for thermal throttling, so explanation-first wording remains safer. https://fi.androidguias.com/Androidin-ylikuumeneminen%3A-syyt--kuinka-havaita-se-ja-kuinka-j%C3%A4%C3%A4hdytt%C3%A4%C3%A4-se-turvallisesti/",MEDIUM,FALSE
